ID,Player Name,Overall,Club,League,League location,Nationality,Position,Age,Height (cm),Weight (Kg),Pace,Acceleration,Sprint Speed,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Shooting,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Passing,Vision,Crossing,Free Kick,Short Pass,Long Pass,Pass Curve,Defending,Interceptions,Heading,Marking,Standing Tackle,Sliding Tackle,Physicality,Jumping,Stamina,Strength,Aggression,Diving,Reflexes,Handling,Speed,Kicking,Positoning,Preferred Foot,Attacking Workrate,Defensive Workrate,Weak Foot,Skill Moves,CB,RB,LB,RWB,LWB,CDM,CM,RM,LM,CAM,CF,RF,LF,RW,LW,ST
6739,Nicolás Mazzola,68,CD O'Higgins,Campeonato Scotiabank,Chile,Argentina,ST,28,188,89,58,61,56,63,64,45,63,69,51,68,72,71,72,58,65,62,43,53,31,31,48,39,41,32,27,63,39,23,21,77,68,69,89,61,0,0,0,0,0,0,Right,Med,Med,3,2,46,43,43,44,44,46,54,58,58,60,63,63,63,60,60,67
6740,Marco Bueno,68,CD Everton de Viña del Mar,Campeonato Scotiabank,Chile,Mexico,ST,24,182,72,74,72,76,66,73,61,63,65,61,63,71,66,65,58,48,58,58,55,59,51,61,59,54,35,17,70,28,42,40,72,76,74,72,69,0,0,0,0,0,0,Right,High,Low,3,3,49,51,51,53,53,50,59,65,65,64,65,65,65,65,65,67
6741,Kevin Medel,68,CD Everton de Viña del Mar,Campeonato Scotiabank,Chile,Chile,CDM,22,171,66,64,65,64,63,59,84,64,64,59,45,46,45,48,38,38,59,59,57,46,48,71,62,41,63,70,52,62,65,60,77,61,76,79,79,0,0,0,0,0,0,Right,Med,Med,2,2,66,64,64,64,64,67,62,60,60,59,57,57,57,58,58,55
6742,Álvaro Ramos,68,CD Everton de Viña del Mar,Campeonato Scotiabank,Chile,Chile,ST,26,167,70,88,89,87,71,87,84,67,69,64,64,65,68,66,56,52,61,56,61,52,51,61,46,45,32,33,56,26,33,21,63,65,67,70,42,0,0,0,0,0,0,Right,High,Low,3,3,44,50,50,52,52,48,59,67,67,66,68,68,68,68,68,67
6743,Scott Cuthbert,68,Stevenage,EFL League Two,England,Scotland,CB,31,188,89,49,45,53,48,43,33,65,55,65,32,42,24,48,32,23,30,50,40,43,29,60,58,38,63,65,66,60,65,63,81,74,67,91,74,0,0,0,0,0,0,Right,Med,High,3,2,67,60,60,58,58,63,54,49,49,48,47,47,47,46,46,48
6744,Stefano Pettinari,68,Lecce,Calcio B,Italy,Italy,ST,26,185,79,76,72,79,70,79,71,67,69,68,65,68,68,66,57,58,60,55,48,55,52,61,53,57,27,13,60,15,38,26,73,87,77,73,66,0,0,0,0,0,0,Right,High,Med,4,3,44,48,48,50,50,47,58,65,65,64,66,66,66,66,66,67
6745,Andrea La Mantia,68,Lecce,Calcio B,Italy,Italy,ST,27,190,85,56,55,57,61,48,32,55,67,62,65,68,71,73,45,66,62,34,28,30,30,45,22,32,30,29,78,19,28,18,80,82,73,86,72,0,0,0,0,0,0,Right,Med,Low,2,3,46,41,41,42,42,42,47,54,54,53,59,59,59,55,55,67
6746,Fábio Rafael Rodrigues Cardoso,68,Santa Clara,Liga NOS,Portugal,Portugal,CB,24,187,81,65,62,68,59,64,57,70,64,56,32,32,22,60,25,26,39,45,41,32,29,58,49,33,65,66,69,58,69,70,74,73,72,76,71,0,0,0,0,0,0,Right,Med,Med,3,2,67,63,63,61,61,63,54,52,52,50,50,50,50,49,49,51
6747,Lloyd Palun,68,KSV Cercle Brugge,Belgium Pro League,Belgium,Gabon,RB,29,179,77,73,70,75,62,60,69,68,63,61,52,56,50,55,50,50,54,60,57,66,49,64,59,41,66,65,61,67,68,67,71,68,74,71,69,0,0,0,0,0,0,Right,Med,Med,3,2,67,67,67,67,67,66,62,63,63,61,60,60,60,62,62,60
6748,Irvin Cardona,68,KSV Cercle Brugge,Belgium Pro League,Belgium,France,ST,21,185,77,72,71,73,69,69,57,63,70,57,68,65,67,70,68,63,70,64,68,56,58,70,58,61,24,20,63,21,17,20,61,69,75,66,31,0,0,0,0,0,0,Right,High,High,3,3,38,46,46,49,49,46,62,68,68,68,68,68,68,68,68,67
6749,Bryan Henning,68,FC Wacker Innsbruck,Osterreichische Fussball-Bundesliga,Austria,Germany,CDM,23,172,72,80,78,82,70,85,80,68,68,68,53,28,51,60,62,48,36,55,55,37,36,67,65,33,63,65,38,60,68,78,70,87,80,58,82,0,0,0,0,0,0,Right,Med,High,3,3,65,67,67,67,67,67,63,62,62,62,60,60,60,61,61,56
6750,Nicklas Pedersen,68,FC Emmen,Eredivisie,Holland,Denmark,ST,30,188,84,39,41,37,68,56,49,65,72,75,68,75,67,68,69,71,68,64,72,52,62,70,51,70,34,30,67,33,30,20,63,48,54,74,51,0,0,0,0,0,0,Right,Med,Low,4,3,45,44,44,47,47,50,63,63,63,67,67,67,67,64,64,67
6751,Trevor Trevisan,68,Padova,Calcio B,Italy,Italy,CB,34,186,79,56,59,54,50,39,58,67,53,69,43,40,40,57,38,32,44,47,50,43,32,51,48,37,68,68,68,70,66,65,74,56,68,80,71,0,0,0,0,0,0,Left,Med,Med,3,2,67,62,62,60,60,62,53,51,51,49,50,50,50,48,48,52
6752,Yeong Joon Choe,68,GyeongNam FC,K LEAGUE Classic,Korea Republic,Korea Republic,CM,26,176,73,70,71,69,66,79,62,67,65,57,61,66,63,60,56,56,63,67,69,62,62,72,67,55,55,62,32,59,54,52,64,82,73,70,32,0,0,0,0,0,0,Right,High,Med,4,3,57,61,61,64,64,63,67,67,67,67,65,65,65,67,67,62
6753,Fernando Godoy,68,Club Atlético Aldosivi,SAF,Argentina,Argentina,CDM,28,174,71,64,63,65,63,57,80,65,65,63,48,58,39,67,47,49,49,60,48,49,50,73,70,49,64,68,62,55,71,67,65,80,68,57,77,0,0,0,0,0,0,Right,Med,Med,3,2,66,65,65,64,64,67,63,60,60,60,59,59,59,58,58,58
6754,Fernando Telechea,68,Club Atlético Aldosivi,SAF,Argentina,Argentina,ST,37,180,79,63,63,63,67,67,65,65,68,65,65,67,64,70,62,67,70,62,66,62,52,65,60,49,27,21,70,23,22,21,65,90,38,74,70,0,0,0,0,0,0,Right,Med,Low,3,3,44,43,43,46,46,47,59,64,64,66,66,66,66,65,65,67
6755,Jinghang Hu,68,Henan Jianye FC,CSL,China PR,China PR,ST,21,178,68,76,81,72,66,76,64,65,67,58,63,69,63,66,68,40,55,49,63,32,33,65,29,32,21,10,72,24,13,10,78,66,83,78,76,0,0,0,0,0,0,Right,Med,Med,3,3,41,42,42,44,44,43,56,63,63,65,67,67,67,64,64,67
6756,Juan Manuel Delgado Lloria,68,V-Varen Nagasaki,Meiji Yasuda J1 League,Japan,Spain,ST,27,189,79,56,53,59,56,34,36,60,66,63,67,73,70,73,54,61,66,52,62,44,45,55,45,44,35,25,68,25,46,19,75,40,69,90,56,0,0,0,0,0,0,Right,High,Low,3,2,47,45,45,46,46,48,57,59,59,60,63,63,63,59,59,67
6757,Johan Fuentes,68,Deportes Iquique,Campeonato Scotiabank,Chile,Chile,CM,34,169,75,63,66,61,63,71,82,60,64,65,58,71,50,71,66,44,41,68,78,56,62,71,68,57,49,62,48,47,46,37,63,75,75,59,56,0,0,0,0,0,0,Left,Med,Med,4,2,53,56,56,58,58,60,67,64,64,66,64,64,64,63,63,61
6758,Mauricio Zenteno,68,Deportes Iquique,Campeonato Scotiabank,Chile,Chile,CB,34,174,76,61,60,62,58,60,69,60,59,54,40,42,36,48,47,25,34,57,56,57,28,64,58,45,69,61,72,71,70,71,66,82,69,70,50,0,0,0,0,0,0,Right,Med,Med,3,2,67,65,65,64,64,63,58,57,57,55,54,54,54,55,55,53
6759,Raúl Becerra,68,Deportes Iquique,Campeonato Scotiabank,Chile,Argentina,ST,31,187,87,57,62,53,62,58,45,59,63,54,70,67,74,71,65,57,66,44,50,44,36,47,33,41,28,17,75,21,30,22,63,35,56,82,29,0,0,0,0,0,0,Right,High,Med,3,3,40,41,41,42,42,39,51,57,57,58,62,62,62,60,60,67
6760,Felipe Flores,68,CD Antofagasta,Campeonato Scotiabank,Chile,Chile,LW,31,177,70,76,78,74,69,72,67,71,71,67,65,72,66,73,58,41,66,60,48,64,59,68,56,53,28,14,58,42,17,13,69,69,80,72,47,0,0,0,0,0,0,Left,Med,Med,2,3,42,48,48,52,52,48,60,68,68,66,68,68,68,68,68,68
6761,Óscar Hernández,68,CD Antofagasta,Campeonato Scotiabank,Chile,Chile,CM,24,177,71,69,72,66,69,73,68,59,71,63,58,56,58,62,59,46,60,67,71,57,62,72,71,57,47,59,43,37,49,46,53,49,73,44,50,0,0,0,0,0,0,Right,Med,Med,3,3,50,58,58,60,60,60,67,66,66,67,65,65,65,65,65,60
6762,Paulo Magalhães,68,CD Antofagasta,Campeonato Scotiabank,Chile,Chile,RB,28,177,74,75,76,74,57,70,66,64,61,57,43,45,42,31,56,29,56,57,58,59,34,59,57,50,68,63,72,71,65,71,72,83,80,66,73,0,0,0,0,0,0,Right,Med,Med,3,2,68,67,67,66,66,65,59,59,59,57,55,55,55,57,57,54
6763,Augusto Barrios,68,CD Antofagasta,Campeonato Scotiabank,Chile,Chile,RB,27,183,78,74,73,75,57,70,65,64,59,54,53,66,51,66,48,34,44,57,42,62,36,67,59,38,67,54,66,72,70,68,71,74,82,73,53,0,0,0,0,0,0,Right,High,Med,3,2,66,67,67,66,66,64,60,61,61,58,59,59,59,60,60,61
6764,Cristian Muñoz,68,CD Universidad de Concepción,Campeonato Scotiabank,Chile,Argentina,GK,41,177,73,0,53,56,0,33,58,62,31,62,0,16,15,23,20,12,24,0,45,25,20,36,34,19,0,25,13,18,14,19,0,73,29,65,35,67,68,65,53,68,71,Right,Med,Med,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6765,Alvaro Salazar,68,CD Universidad de Concepción,Campeonato Scotiabank,Chile,Chile,GK,25,185,79,0,45,40,0,36,56,68,23,60,0,18,13,20,19,19,21,0,37,14,13,30,38,19,0,17,11,18,19,16,0,65,23,63,20,66,69,67,45,65,65,Right,Med,Med,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6766,Claudio Gonzalez,68,Unión La Calera,Campeonato Scotiabank,Chile,Chile,GK,28,175,73,0,24,33,0,22,46,65,21,65,0,8,9,33,21,9,35,0,46,16,12,47,23,16,0,15,15,17,16,12,0,67,25,55,29,66,67,67,24,66,67,Right,Med,Med,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6767,Alvaro Cesped,68,Unión La Calera,Campeonato Scotiabank,Chile,Chile,CDM,26,174,69,63,65,61,66,61,76,57,66,53,54,48,52,62,59,36,39,57,55,44,47,66,67,39,67,72,65,63,70,66,71,80,80,70,60,0,0,0,0,0,0,Right,Med,Med,3,3,67,65,65,65,65,67,64,61,61,61,60,60,60,59,59,59
6768,Gonzalo Abán,68,Unión La Calera,Campeonato Scotiabank,Chile,Argentina,ST,31,179,81,70,73,67,65,75,62,57,68,49,67,65,69,72,62,55,71,62,61,53,58,70,56,60,40,48,70,37,35,22,59,60,58,67,39,0,0,0,0,0,0,Right,Med,Med,3,2,48,50,50,52,52,52,61,64,64,65,66,66,66,65,65,67
6769,Hai Yu,68,Shanghai SIPG FC,CSL,China PR,China PR,LB,31,183,70,73,74,73,65,69,59,65,68,60,52,64,52,52,49,49,52,65,60,73,58,67,60,66,64,68,56,65,65,56,66,45,78,63,62,0,0,0,0,0,0,Left,Med,Med,2,3,63,67,67,68,68,65,64,66,66,64,63,63,63,65,65,60
6770,Gabriel Vargas,68,Curicó Unido,Campeonato Scotiabank,Chile,Chile,ST,34,173,74,65,63,66,60,61,59,68,58,59,66,74,70,66,57,56,70,52,49,43,52,67,33,53,27,18,76,24,24,18,62,76,70,67,38,0,0,0,0,0,0,Right,Med,Low,3,2,41,44,44,46,46,42,54,60,60,61,64,64,64,61,61,67
6771,Cristián Canío,68,Club Deportes Temuco,Campeonato Scotiabank,Chile,Chile,CAM,37,176,75,50,43,56,69,69,58,58,70,75,65,70,65,64,66,53,66,69,70,57,75,73,66,78,36,36,47,35,32,41,60,60,63,65,46,0,0,0,0,0,0,Right,Med,Low,4,3,46,49,49,52,52,53,65,65,65,67,66,66,66,65,65,63
6772,Rubén Farfán,68,Club Deportes Temuco,Campeonato Scotiabank,Chile,Chile,RM,27,176,69,89,87,91,66,88,59,66,65,48,59,65,57,64,58,45,59,62,65,65,48,62,57,61,34,24,34,40,31,43,58,54,66,59,44,0,0,0,0,0,0,Right,High,Low,2,2,43,53,53,56,56,49,59,67,67,66,65,65,65,68,68,62
6773,José Luis Gamonal,68,Club Deportes Temuco,Campeonato Scotiabank,Chile,Chile,GK,28,180,75,0,35,21,0,55,47,69,15,56,0,11,20,33,20,12,25,0,65,14,18,50,45,25,0,30,17,11,25,25,0,79,29,71,45,67,70,63,35,66,65,Right,Med,Med,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6774,Xiaolong Wang,68,Tianjin Quanjian FC,CSL,China PR,China PR,RW,32,176,67,65,63,66,69,60,73,69,70,50,65,63,67,67,54,75,69,65,67,72,47,70,52,55,42,56,49,42,32,34,55,73,57,53,55,0,0,0,0,0,0,Left,Med,Med,3,3,49,54,54,58,58,55,63,67,67,67,67,67,67,68,68,65
6775,Xuri Zhao,68,Tianjin Quanjian FC,CSL,China PR,China PR,CDM,32,185,84,45,41,49,60,55,62,59,62,61,66,60,56,85,74,54,58,62,64,54,61,63,70,50,65,67,64,64,66,62,79,65,79,81,75,0,0,0,0,0,0,Right,Med,High,3,2,66,62,62,62,62,67,65,59,59,61,61,61,61,58,58,62
6776,Jhon Freddy Pajoy,68,Al-Hazem FC,Saudi Professional League,Saudi Arabia,Colombia,LM,29,176,76,83,79,86,71,83,76,55,69,60,62,66,57,69,68,51,62,64,62,65,69,62,64,70,29,33,45,24,27,22,57,69,68,62,28,0,0,0,0,0,0,Left,High,Low,3,3,40,49,49,52,52,47,61,67,67,66,66,66,66,68,68,63
6777,Baye Djiby Fall,68,Hobro IK,Superliga,Denmark,Senegal,ST,33,187,82,60,58,61,64,62,58,64,67,69,66,68,64,71,63,64,70,50,60,35,46,60,34,58,37,31,76,34,35,22,77,80,61,89,66,0,0,0,0,0,0,Right,Med,Low,3,3,51,46,46,47,47,49,56,59,59,62,64,64,64,61,61,67
6778,Kenan Özer,68,MKE Ankaragücü,Super Lig,Turkey,Turkey,RM,31,170,62,81,82,80,71,78,90,68,68,58,53,62,48,58,60,62,41,62,60,66,45,64,60,58,35,17,46,40,39,33,47,77,60,32,62,0,0,0,0,0,0,Right,Med,Low,4,3,43,51,51,54,54,49,60,67,67,65,65,65,65,67,67,60
6779,Daniele Capelli,68,Padova,Calcio B,Italy,Italy,CB,32,186,84,35,33,36,43,34,55,55,49,66,33,29,20,65,32,18,46,47,29,45,35,57,57,31,67,66,65,70,67,66,76,83,57,89,65,0,0,0,0,0,0,Right,Low,Med,3,2,67,57,57,55,55,61,48,42,42,40,40,40,40,39,39,44
6780,Mehmet Uslu,68,Çaykur Rizespor,Super Lig,Turkey,Turkey,LB,30,176,67,66,64,68,64,68,78,64,63,62,48,56,39,64,56,34,47,59,48,66,39,62,64,65,66,71,58,65,66,70,78,84,79,76,81,0,0,0,0,0,0,Left,High,Med,2,2,68,67,67,67,67,67,61,61,61,58,58,58,58,59,59,57
6781,Tae Goon Ha,68,Jeonnam Dragons,K LEAGUE Classic,Korea Republic,Korea Republic,ST,30,187,80,63,61,65,65,60,60,64,68,55,65,66,67,67,60,63,62,50,63,36,34,55,46,46,29,26,75,25,23,22,74,74,64,82,65,0,0,0,0,0,0,Right,Med,Med,3,3,45,43,43,45,45,46,57,60,60,62,65,65,65,61,61,67
6782,Ond?ej Kúdela,68,Slavia Praha,Ceska liga,Czech Republic,Czech Republic,CDM,31,182,78,75,72,77,62,76,70,66,61,63,56,61,51,61,61,56,62,59,54,56,46,65,63,46,69,65,64,70,73,65,75,69,90,69,71,0,0,0,0,0,0,Right,Med,High,3,2,68,68,68,68,68,67,64,63,63,61,61,61,61,62,62,61
6783,Zheng Zou,68,Guangzhou Evergrande Taobao,CSL,China PR,China PR,LB,30,178,70,78,77,79,66,71,76,68,60,71,53,68,45,64,63,35,41,63,63,67,48,65,58,55,67,65,73,67,67,64,65,73,67,64,63,0,0,0,0,0,0,Left,High,Med,3,2,67,67,67,67,67,64,63,65,65,64,64,64,64,65,65,63
6784,Vincenzo Rennella,68,Extremadura UD,LaLiga 1 I 2 I 3,Spain,France,ST,29,188,78,61,56,65,66,64,52,61,69,65,69,65,68,74,66,70,72,60,66,53,69,63,48,78,34,35,68,23,35,31,67,65,59,80,46,0,0,0,0,0,0,Left,Med,Low,3,3,47,48,48,50,50,49,60,63,63,65,66,66,66,64,64,67
6785,Gianni Bruno,68,KSV Cercle Brugge,Belgium Pro League,Belgium,Belgium,ST,27,180,73,67,68,67,69,70,70,66,68,59,63,71,67,59,58,62,58,59,65,56,53,65,44,53,26,26,72,23,18,16,66,66,66,72,49,0,0,0,0,0,0,Right,Med,Med,3,3,42,45,45,48,48,45,59,65,65,66,67,67,67,66,66,67
6786,Tomáš Pekhart,68,UD Las Palmas,LaLiga 1 I 2 I 3,Spain,Czech Republic,ST,29,194,93,52,51,53,57,38,39,67,64,68,67,69,68,74,57,65,61,50,56,36,34,60,42,46,41,28,78,58,27,24,71,62,62,84,53,0,0,0,0,0,0,Right,Med,Med,3,2,50,46,46,47,47,49,55,57,57,59,63,63,63,58,58,67
6787,Riccardo Maniero,68,Cosenza Calcio,Calcio B,Italy,Italy,ST,30,183,75,55,56,55,63,71,56,60,69,66,69,73,71,69,62,62,72,52,55,40,32,60,50,62,31,20,70,45,18,13,71,82,62,81,52,0,0,0,0,0,0,Right,High,Low,3,2,44,42,42,44,44,46,56,59,59,62,64,64,64,61,61,67
6788,Eduardo da Silva Neto,68,Nagoya Grampus,Meiji Yasuda J1 League,Japan,Brazil,CDM,29,185,76,70,69,70,60,59,50,65,62,65,54,56,38,72,71,58,43,59,45,62,44,66,60,63,66,69,47,65,72,66,81,83,80,87,69,0,0,0,0,0,0,Left,Low,Med,2,2,68,67,67,67,67,67,62,61,61,59,59,59,59,59,59,59
6789,Libor Kozák,68,Livorno,Calcio B,Italy,Czech Republic,ST,29,193,82,52,50,53,57,33,43,60,64,67,67,75,70,69,54,70,76,46,49,29,43,57,37,49,32,29,81,29,21,29,75,81,51,85,79,0,0,0,0,0,0,Right,Med,Med,3,2,48,42,42,42,42,45,52,55,55,58,62,62,62,57,57,67
6790,Tom Hateley,68,Piast Gliwice,Ekstraklasa,Poland,England,CDM,29,180,73,72,73,72,68,75,73,64,69,68,54,55,40,74,65,45,67,67,66,65,69,68,66,71,63,64,65,58,65,63,75,75,81,73,71,0,0,0,0,0,0,Right,Med,High,3,3,66,67,67,67,67,67,66,65,65,64,63,63,63,64,64,61
6791,Moestafa El Kabir,68,MKE Ankaragücü,Super Lig,Turkey,Morocco,LM,30,174,84,73,69,76,70,70,67,68,70,67,69,70,68,74,67,70,68,62,68,61,70,60,55,68,29,21,66,21,29,31,73,80,67,75,73,0,0,0,0,0,0,Right,High,Med,4,3,46,49,49,51,51,49,61,67,67,67,69,69,69,68,68,69
6792,Korcan Çelikay,68,MKE Ankaragücü,Super Lig,Turkey,Turkey,GK,30,194,86,0,26,35,0,31,37,60,20,51,0,12,13,12,14,14,17,0,36,13,24,29,38,14,0,25,16,15,14,22,0,58,22,61,21,70,70,67,26,62,66,Right,Med,Med,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6793,Marc Pedraza Sarto,68,RCD Mallorca,LaLiga 1 I 2 I 3,Spain,Spain,CDM,31,183,73,69,67,70,63,65,61,62,67,70,54,53,49,61,61,59,47,56,56,32,41,70,67,31,63,69,49,63,66,59,73,71,75,72,71,0,0,0,0,0,0,Right,Med,Med,3,2,65,62,62,62,62,67,64,60,60,62,60,60,60,59,59,59
6794,Lago Júnior Wakalible,68,RCD Mallorca,LaLiga 1 I 2 I 3,Spain,Côte d'Ivoire,RM,27,182,75,85,78,90,71,76,61,65,70,49,62,63,65,63,56,61,55,54,53,60,47,55,48,46,34,29,54,58,13,11,73,91,80,81,38,0,0,0,0,0,0,Left,Med,Low,4,2,45,49,49,53,53,48,57,67,67,64,66,66,66,67,67,66
6795,Davide Petrucci,68,Çaykur Rizespor,Super Lig,Turkey,Italy,CDM,27,184,76,56,55,56,67,53,51,58,73,55,60,52,54,74,64,54,65,63,56,42,68,74,70,67,63,63,64,59,66,63,71,62,76,74,59,0,0,0,0,0,0,Right,Med,Med,2,3,64,62,62,63,63,67,66,62,62,64,63,63,63,61,61,63
6796,Roberson de Arruda Alves,68,Jeju United FC,K LEAGUE Classic,Korea Republic,Brazil,ST,29,184,72,65,68,63,66,75,67,70,65,55,65,68,67,68,59,57,55,56,60,47,49,63,53,49,37,29,71,38,33,27,60,80,55,66,47,0,0,0,0,0,0,Left,Med,Low,2,3,47,48,48,49,49,49,59,62,62,64,66,66,66,64,64,67
6797,Maximilian Beister,68,KFC Uerdingen 05,3 Liga,Germany,Germany,ST,28,180,81,78,78,78,71,75,78,65,68,71,68,66,68,73,66,66,67,61,64,63,59,64,47,67,39,52,53,29,35,40,65,74,61,68,59,0,0,0,0,0,0,Left,Med,Med,2,4,50,54,54,57,57,53,61,67,67,67,68,68,68,69,69,67
6798,Izet Hajrovi?,68,GNK Dinamo Zagreb,Liga Hrvatska,Croatia,Bosnia and Herzegovina,RM,27,177,72,71,72,70,73,73,72,59,73,69,70,62,62,82,79,69,73,66,61,69,76,64,66,78,42,48,45,38,41,38,54,68,50,54,54,0,0,0,0,0,0,Left,High,Low,4,4,49,53,53,56,56,54,63,67,67,67,67,67,67,68,68,65
6799,Marco Calderoni,68,Lecce,Calcio B,Italy,Italy,LB,29,183,75,82,79,85,62,78,71,65,58,63,50,35,41,67,61,30,49,54,41,63,37,59,55,41,64,64,61,63,65,66,79,88,83,79,73,0,0,0,0,0,0,Left,Med,Med,2,2,67,67,67,67,67,63,57,60,60,56,56,56,56,58,58,57
6800,Pedro Miguel Pacheco de Melo,68,Santa Clara,Liga NOS,Portugal,Canada,CM,34,181,78,55,55,55,66,61,64,69,72,70,60,58,58,62,66,50,62,68,67,65,62,72,67,58,62,64,52,62,66,59,67,55,64,68,72,0,0,0,0,0,0,Right,Med,Med,3,3,64,63,63,64,64,67,67,65,65,66,64,64,64,64,64,61
6801,Adriano Grimaldi,68,TSV 1860 München,3 Liga,Germany,Germany,ST,27,188,90,68,59,76,60,60,55,64,62,62,67,67,67,74,62,64,59,47,44,39,46,55,42,55,26,32,69,19,20,14,76,64,65,86,70,0,0,0,0,0,0,Right,Med,Med,4,2,44,43,43,44,44,44,53,58,58,58,62,62,62,59,59,67
6802,Seon Yeong Im,68,Jeonbuk Hyundai Motors,K LEAGUE Classic,Korea Republic,Korea Republic,CM,30,185,78,67,60,72,65,69,60,66,65,55,63,64,63,66,66,58,52,67,69,63,62,70,68,57,63,66,52,64,62,63,71,74,73,73,64,0,0,0,0,0,0,Right,High,Med,4,3,64,65,65,66,66,67,67,66,66,67,66,66,66,66,66,64
6803,Javier Hernández González,68,Cracovia,Ekstraklasa,Poland,Spain,CAM,29,184,77,70,67,73,68,73,73,61,70,48,66,55,65,74,68,59,58,66,69,62,71,67,65,70,45,52,37,48,48,25,56,37,63,61,40,0,0,0,0,0,0,Left,Med,Med,2,2,49,54,54,57,57,57,64,66,66,67,66,66,66,66,66,63
6804,Kee Hee Kim,68,Seattle Sounders FC,Major League Soccer,United States,Korea Republic,CB,29,187,78,67,68,67,47,58,56,67,55,63,43,60,34,54,48,40,45,60,55,60,42,64,63,51,66,70,69,64,66,63,74,69,71,79,64,0,0,0,0,0,0,Right,Med,High,3,2,67,65,65,64,64,65,59,56,56,55,54,54,54,54,54,55
6805,Ruben Ligeon,68,PEC Zwolle,Eredivisie,Holland,Holland,RB,26,175,60,89,86,91,68,86,77,62,65,54,46,62,40,63,46,39,31,59,56,65,28,63,52,69,61,67,58,59,60,64,50,90,70,33,58,0,0,0,0,0,0,Right,High,Low,2,3,60,67,67,67,67,61,60,65,65,62,62,62,62,65,65,58
6806,Dylan McGeouch,68,Sunderland,EFL League One,England,Scotland,CM,25,178,69,65,63,66,69,69,81,65,69,69,50,63,39,69,56,42,52,66,70,59,45,72,72,43,57,42,52,63,60,61,69,63,76,68,62,0,0,0,0,0,0,Right,Med,Med,3,3,60,62,62,63,63,64,67,65,65,66,63,63,63,63,63,59
6807,Omri Ben-Harush,68,Sporting Lokeren,Belgium Pro League,Belgium,Israel,LB,28,185,79,71,68,73,61,64,64,66,59,55,34,49,32,36,27,39,53,50,42,62,38,56,42,35,68,69,58,65,70,74,69,59,73,68,70,0,0,0,0,0,0,Left,Med,Med,3,2,67,67,67,66,66,62,54,57,57,53,53,53,53,56,56,51
6808,Maksym Koval,68,Al Fateh,Saudi Professional League,Saudi Arabia,Ukraine,GK,25,189,84,0,47,42,0,35,46,55,24,60,0,13,19,20,13,12,24,0,31,12,19,22,19,13,0,16,19,14,13,17,0,59,38,71,18,68,72,65,47,67,69,Right,Med,Med,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6809,Ryan Sanusi,68,Grenoble Foot 38,Dominos Ligue 2,France,Belgium,CM,26,181,75,64,64,64,69,77,71,64,72,66,61,60,58,72,64,52,49,69,67,69,68,70,69,69,61,70,66,56,59,57,68,75,73,69,56,0,0,0,0,0,0,Right,Med,Med,4,3,63,65,65,66,66,66,67,67,67,67,65,65,65,66,66,65
6810,Youssouf M'Changama,68,Grenoble Foot 38,Dominos Ligue 2,France,Comoros,CM,28,173,69,79,78,80,70,81,82,67,66,62,58,57,57,70,56,44,45,66,67,54,71,71,66,65,62,62,45,65,66,56,65,59,76,62,62,0,0,0,0,0,0,Right,Med,Med,4,3,62,65,65,66,66,66,67,67,67,67,66,66,66,66,66,62
6811,Andrés Fernandes Gonçalves,68,Al Batin,Saudi Professional League,Saudi Arabia,Brazil,CDM,32,181,83,54,57,51,55,48,62,61,62,68,48,54,34,71,56,41,50,58,57,48,48,66,62,46,68,70,61,64,72,67,77,70,73,78,81,0,0,0,0,0,0,Right,Low,High,2,2,69,64,64,63,63,67,61,56,56,56,55,55,55,54,54,55
6812,Thom Haye,68,Lecce,Calcio B,Italy,Holland,CM,23,177,74,60,57,63,71,75,72,57,75,61,57,55,48,69,68,62,51,73,74,72,72,73,71,82,57,62,52,52,59,58,56,44,40,60,68,0,0,0,0,0,0,Right,Med,Low,4,3,59,60,60,62,62,63,67,65,65,67,64,64,64,66,66,60
6813,Nuno Vieira Campos,68,Funchal,Liga NOS,Portugal,Portugal,RB,25,173,70,78,79,77,68,76,76,68,70,61,41,48,27,51,55,49,49,59,50,64,41,65,58,63,63,66,51,63,65,64,64,81,77,57,63,0,0,0,0,0,0,Right,Med,Med,2,3,63,67,67,68,68,65,62,63,63,60,58,58,58,61,61,54
6814,Biagio Meccariello,68,Lecce,Calcio B,Italy,Italy,CB,27,187,85,69,67,71,46,58,50,62,49,64,29,21,22,45,33,22,29,42,37,35,27,50,48,25,67,66,62,70,67,65,76,80,63,87,64,0,0,0,0,0,0,Right,Med,Med,2,2,67,61,61,58,58,60,47,45,45,43,42,42,42,43,43,44
6815,Enzo Fernández,68,Rayo Majadahonda,LaLiga 1 I 2 I 3,Spain,France,CAM,23,184,78,68,72,65,74,76,72,53,76,68,62,59,56,69,72,52,66,65,69,59,63,66,61,79,32,34,42,26,34,31,51,32,59,59,26,0,0,0,0,0,0,Right,Med,Med,4,3,40,48,48,52,52,49,63,66,66,67,66,66,66,67,67,62
